"lagoslakeid","UID","mercury","atrazine","microcystin","ecoli","chla","tp","tn","secchi","DOC","conductivity","lake_huc12","neon_zoneid","lake_lon_decdeg","lake_lat_decdeg","lake_shorelinedevfactor","ws_zoneid","ws_area_ha","value.soil_clay_pct","value.soil_depthtobedrock_cm","value.soil_kffact","value.soil_orgcarbon_gperkg","nlcd_devsum_pct","ag_total","value.runoff_inperyr","P_Ag_Buffered","DMR_Metals_TWPE_lb_eq_yr","DMR_Organic_Enrichment_Disch","Number_of_CSOs","SNFA_MEAN","PIMPV","Manure_P_kg_ha","HUC12_Pop","lake_waterarea_ha"
42647,2010661,0.0789,0,0,3.1,9.68,23.155,0.504,1.6,5.08,33.6,10802060201,0,-73.13718724,42.31286688,1.961546394,42647,502.027884,8.027877698,1275.392266,0.2300000042,327.6332734,3.149606299,0,29.03257925,91.15191987,0,0,0,1.100464702,0.3946574639,0.02593161134,1834.561361,62.16970664
45988,2010558,0.103,0,0,1,1.43,15.09625,0.441,23.7,6.88,187.1,40601060504,4,-86.48299985,46.14475691,1.105941761,45988,35.59119936,8.248120301,1750.81203,0.150000006,157.1829574,16.79197995,0,16.2288518,100,0,0,0,0.00621464802,0.603360999,0.0003635723284,30.86840066,5.097198555
46742,2010560,0.579,0,0,3.1,15.98,47.71125,0.625,2,5.98,145.7,10900030204,0,-71.58477288,41.99405464,1.755736206,46742,848.3015193,7.121293801,983.2098113,0.203987239,329.1706739,20.35087719,4.529505582,25.50642589,90.65292096,0,0,0,2.276954412,5.998211807,0.0795110586,9811.2458,26.10322118
48446,2010732,0.186,0.1,0,0,6.2,10.88625,0.353,2.7,4.83,8.1,70500020203,4,-89.86424246,46.05035297,1.822069506,48446,125.2154,7.208469055,1781.162866,0.1098992075,153.5415309,4.391648668,0,13.78066982,23.17405298,0,0,0,1.177294612,0.2611544289,0.002944046385,228.2684222,10.17456982
49986,2011462,0.222,0.04,0,0,15.32,47.21,0.72,0.7,6.77,15.9,20401050102,0,-74.89084504,41.10713004,1.949872874,49986,38.47611133,11.71693736,1165.545244,0.25,313.25058,0,0,24.59026678,75.23253847,0,0,0,2.02088213,0.6259421202,0.1027694844,7017.565341,7.023889444
50112,2010733,0.0469,0.14,0,10.9,4.84,17.405,0.629,2.5,7.81,537.1,40400010508,4,-87.3005744,41.55907922,1.706354987,50112,176.1771877,21.41152263,2648.833333,0.1968184221,78.14866255,90.84398977,0,12.63214261,87.44394619,0,0,0,3.168738365,28.80860818,0.03076317947,40951.18684,14.34421612
50137,2011120,0.0491,0.04,0,20.6,26.72,119.33625,2.004,1.2,9.56,543.2,40500011204,4,-85.65809977,41.71664861,1.429791765,50137,307.1777067,15.05941176,4133.302059,0.2399999946,93.51941176,2.676470588,61.5,11.98056041,63.1092138,0,4179.916107,0,50.6128273,5.476536149,3.473328968,5681.417947,6.933554592
54020,2010488,0.08,0.04,0,1,5.15,5.75625,0.338,0.57,5.14,128,110100100302,7,-91.88282189,36.65970488,1.480428023,54020,402.9113,15.1761064,1961.359321,0.400000006,56.36161431,4.668304668,54.1433996,14.31147058,62.8992629,0,56.0734881,0,17.43270683,0.4324425584,0.5778004547,1402.046862,22.06421428
54042,2011206,0.13,0,0,7.5,3.58,22.37,0.466,1.46,5.6,23,10200020301,0,-68.76879054,46.10479825,1.406005715,54042,66.9184242,10.60555556,804.3055556,0.25,263.9777778,4.054054054,0,26.32263216,68.42105263,0,0,0,0,0.07452309714,0,0.396903624,15.76413381
54404,2011255,0.107,0,0.12,1,2.43,17.93625,1.044,2.4,9.99,482.5,41000030404,4,-84.90934446,41.52633302,1.715003163,54404,195.1279623,20.85925926,4550.851852,0.3067314873,103.2060185,10.13888889,76.94444444,10.68993469,65.1653765,0.3872441765,1352.1,0,39.89568329,1.396969745,0.3475425644,1668.410529,6.708784668
55469,2011158,0.0088,0.08,0,0,5.84,14.315,0.565,1.1,4.18,998.4,51201111507,5,-87.35209905,39.06242114,2.816346741,55469,2062.782927,17.32442193,1329.587668,0.4179212894,82.43206342,6.801029534,34.12729573,13.44636952,75.52584061,0,1037.10333,0,31.49271393,1.101159689,0.3426380548,1209.922499,42.08188801
57106,2010626,0.239,0,0,0,2.78,12.25125,0.428,3.5,4.79,11.8,10802020205,0,-72.28192382,42.51021119,1.415595464,57106,37.60606024,10.04255319,1727.218085,0.1800000072,253.4335106,0,0,22.71411725,90.81032947,0,16586,0,2.476555586,3.62975611,0.1782585829,9254.309013,10.52733246
57244,2010365,0.0283,0,0,0,9.12,17.36,0.46,2.4,3.09,354.4,20402010404,1,-74.78952461,40.15665147,3.307716483,57244,323.4166681,15.03098982,1450.461147,0.195190712,171.7113784,25.37313433,1.464897734,21.17672702,64.0625,2754.205221,1130443.364,1,3.629319429,24.67900184,0.02574062182,28662.18098,565.1872287
58308,2011042,0.0754,0,0,5.2,2.42,41.9225,1.991,3,2.14,170.4,20700040403,1,-78.34014356,39.18673971,1.181608034,58308,204.6540775,17.78806494,1682.032032,0.3256823292,174.4523914,24.3966652,0.4826678368,12.54455936,38.49588391,0,78.34365,0,2.324461699,1.032004158,0.1174010783,5384.746479,5.977725368
59464,2010311,0.0573,0.73,0,5.2,4.26,13.61875,4.45,3,5.28,534.8,40500070301,4,-85.11576,42.7841545,1.471822384,59464,4617.349123,19.06216063,5277.385627,0.2852191593,145.7970713,6.769878719,79.68841399,10.60758063,45.60011807,0,0,0,35.77434158,2.674957529,3.99013483,3693.435236,39.07637563
59729,2010596,0.15,0,0.968,3.1,5.15,19.5675,0.56,3,4.93,103.9,70101040505,4,-94.12351393,46.42891042,1.210561787,59729,40.68068,14.1682243,3564.747664,0.1988105756,105.838785,0,0.4405286344,7.05646934,99.63592233,0,0,0,1.893591762,2.923810187,0.3495213338,4762.173368,9.739325736
60174,2010513,0.145,0.04,0,2,9.68,27.94875,0.551,1.64,10.64,44.7,10500021801,0,-69.15067044,44.4388471,2.706613624,60174,2640.632708,9.600245457,843.8146456,0.2187935043,255.0184434,2.277298606,7.121671837,25.2356916,80.11550493,0,0,0,5.221447945,0.9663547165,0.4336657616,2301.807,32.64681234
61820,2010602,0.0439,0.25,0,2,9.44,182.55125,2.188,23.7,21.41,2426.5,70200011005,8,-96.46330547,45.08791274,1.478936139,61820,61.83488,24.38616715,4328.440922,0.2700000107,60.88760807,1.44092219,73.4870317,1.404283305,27.21283418,0,35.56405621,0,56.07081223,0.3726450935,1.19821108,286.371322,13.01511846
62304,2010852,0.248,0,0,52,0.71,3.84715,0.209,6,3.99,6.9,20200020203,0,-74.43367884,43.23381659,1.940885197,62304,89.36806246,7.640562249,733.2650602,0.2496787114,282.8293173,0,0,29.98899773,38.63636364,0,0,0,0.002624485409,0.01837442476,0.0001217562911,20.44723926,8.495087496
65238,2010830,0.0623,0.05,0.897,1,51.2,93.97625,2.73,0.3,18.78,852.4,90201010401,8,-96.13235835,46.12739033,1.013149135,65238,94.85877,26.37360406,7044.507614,0.2599999905,81.16548223,1.138519924,53.98481973,1.774225163,40.45427274,0,0,0,40.78038788,0.2890287005,1.715545256,118.764769,8.621234564
65328,2010262,0.0333,0.26,0,344.8,19.52,83.0125,0.969,0.35,5.81,198.3,102901050104,7,-94.20720161,37.80796569,1.72347108,65328,90.42465,21.58192651,1549.245283,0.326305872,65.27904667,1.191658391,84.90566038,9.431804334,47.54863508,0,57321.28735,0,21.021492,0.5096693304,0.8797313065,741.285446,9.125349616
65775,2010839,0.177,0,0,18.9,6.22,29.9525,0.501,0.5,16.12,24.4,41503070102,0,-74.06532405,44.73601355,2.701850446,65775,1874.029186,5.656072972,1398.352088,0.2064479085,285.0773884,0.4656745079,0,21.62340754,91.28919861,0,0,0,0.005259086378,0.07286556577,0.001114922885,273.4342291,19.34584678
65818,2010563,0.0652,0,0,93.4,5.71,30.965,0.519,0.9,3.27,213.4,50302040204,6,-82.47391012,39.65359789,2.701361565,65818,630.0616811,20.33103051,937.6929977,0.3608344184,132.7973518,13.94484926,18.73124732,14.18399393,61.89096994,3.325377585,27671.84419,1,8.411193848,0.568609203,0.1612160378,4711.603149,45.53702543
66408,2011302,0.118,0,0,1,4.05,26.4875,0.45,2.21,6.66,41,10500030202,0,-69.28798105,44.06854977,1.459662134,66408,318.8996711,11.58019281,916.9900672,0.2201270816,254.3309962,2.5416549,17.87630613,24.65219239,75.54240631,0,0,0,2.306895256,1.05455302,0.04348424838,1653.505939,33.96032732
67470,2011359,0.541,0,0,4.1,10.8,15.37875,0.448,1.4,10.95,19.1,10500021004,0,-68.07813087,44.65512136,1.561986774,67470,1041.918903,11.36685931,898.3869576,0.2157137919,247.34978,0.0517553696,0,28.98855256,97.87613045,0,0,0,1.881719589,0.1233989112,0.0007185969369,94.34171499,14.17162643
68377,2010764,0.039,4.26,0.301,25.6,80.8,347.68625,2.148,0.2,11.62,289.4,102801010903,5,-93.94933438,40.48296815,1.71985949,68377,1201.749,29.84957342,5392.894627,0.3353929064,45.34351145,7.985331537,82.19577908,7.233821451,21.53965092,0,2329.205625,0,19.68268585,1.800903576,2.029790276,2852.543012,12.58531385
69323,2011467,0.0853,0.04,0,0,1.67,10.95875,0.483,5.3,4.86,260.9,90203020900,8,-94.91191227,47.86111745,1.119004495,69323,122.6104,16.08291032,5144.29357,0.1400000006,148.4966159,3.831982314,1.473839352,5.219288717,97.73828756,0,0,0,0.01072941069,0.53572322,0.001648298741,3236.319212,26.70955761
69499,2010389,0.314,0,0,0,16.34,15.29875,0.37,1.72,8.52,77.3,10802070203,0,-73.11848675,42.16658425,2.031051768,69499,265.5220511,7.282539683,1181.459259,0.2300000042,295.924515,3.558115893,1.592680447,25.21702958,87.85656072,0,0,0,0.4553331435,0.2342790025,0.06963249906,647.0241073,28.2558766
70068,2010701,0.104,0,0,0,40.96,138.71,0.944,0.5,16.84,55.1,70101040601,4,-93.93328672,46.43539345,1.081653311,70068,246.7374,11.7020423,3822.906273,0.200000003,93.91794311,0,6.382202772,7.310271689,98.59813084,0,0,0,3.028934479,0.4015623761,0.5552324302,946.0926635,4.262599083
70723,2010922,0.401,0,0,0,11.25,22.8925,0.501,0.9,13.31,18.9,40301070104,4,-88.08191314,46.59378485,2.419366909,70723,444.7464646,7.566721923,1495.626813,0.2399999946,188.2088686,1.47683593,0,16.83411328,85.41666667,0,0,0,0,0.1068460545,0,1.183209444,41.18352978
71481,2011182,0.203,0,0,1,5.07,14.585,0.524,23.7,13.11,20.8,10100040505,0,-68.27594372,46.474765,1.409764679,71481,245.8416638,12.86260103,572.6594416,0.2456208663,257.8552535,3.563556209,0,23.96462273,99.23237962,0,0,0,0.8710379004,0.07461912256,0.001543360587,12.58523671,16.27832532
72132,2011406,0.0078,0,0.143,2,8.55,9.39,0.375,3.7,6.27,38.6,70300020405,4,-92.17965918,46.03362351,1.38095162,72132,105.4457,10.52039691,3104.599779,0.1299999952,107.415656,8.873720137,0.1706484642,11.99327844,100,0,0,0,0.1646729261,0.2677032338,0.001242810224,205.7501812,11.6942703
72372,2010790,0.25,0,0,5.2,4.6,5.975,0.418,3.7,6.64,87.7,90300010505,4,-91.30488603,48.04940258,1.852777515,72372,35.67785,18.9721519,1171.21519,0.2361265852,233.7949367,0,0,11.37785277,0,0,0,0,0,0.05765616878,0,1.525428904,12.36214813
72724,2010557,0.413,0.04,0,0,3.95,7.3275,0.35,4.2,5.43,17,40301060105,4,-88.83062228,46.15151256,1.514162703,72724,194.6029442,8.361788618,1770.783537,0.2700000107,161.9314024,2.768804799,0,13.930832,56.93160813,0,0,0,0.1171096191,0.1254560519,0.007997992268,42.60270015,52.82886937
72832,2010978,0.0414,0,0,4.1,1.65,12.51625,0.648,3.8,8.99,589.3,40900030102,4,-83.3104621,42.74514044,1.289441082,72832,648.4026521,14.67038172,6015.079688,0.1800000072,169.809557,34.13348134,6.92382406,10.30960556,89.03605592,0,0,0,0.7180550098,13.89803,0.0001806788404,22749.8948,11.88310803
73599,2010585,0.213,0,0,0,5.03,29.745,0.705,23.7,5.89,556.4,10900040302,0,-71.20073938,41.98669033,2.197334893,73599,4823.080738,8.236672492,1150.947817,0.1898014673,272.7799951,50.20338857,1.724137931,24.85876119,82.05419439,94.73764643,15714.44,0,2.08075738,15.79162027,0.1063496448,37948.55831,192.0301459
74461,2010785,0.0492,0.12,0,0,46.8,196.6125,2.329,1.5,19.38,1969,90201020301,8,-96.44246847,45.4880993,1.113762446,74461,99.85732,29.18172485,7189.626283,0.2600178636,84.26591376,3.842716711,84.62913315,1.608736695,26.98464661,0,0,0,46.43679428,0.790199805,1.11053924,686.3962266,24.55980366
75100,2011274,0.0766,0.09,0,4.1,17.37,28.41375,0.511,1.2,4.85,68.1,51201130804,6,-87.98001775,38.04923101,2.764287514,75100,31.12428289,17.81686047,1079.927326,0.3600000143,112.9767442,4.069767442,0,14.08059153,51.45007851,0,0,0,46.55506134,0.3964512493,0.3884954659,178.055206,4.100166661
75113,2010874,0.0629,1.13,0.262,32.3,284.4,954.315,3.043,0.3,12.01,290.7,51202020704,6,-86.99510863,38.73886418,1.5689093,75113,350.2872401,17.44470105,1214.165255,0.3948216595,88.2350526,6.569155761,82.83294842,14.6685409,34.23298586,0.006733063302,12.24474665,0,80.59152222,1.057810411,13.02508562,1584.761041,9.516531198
75353,2010675,0.0438,0.37,2.46,0,177.12,181.39375,2.248,0.9,5.51,247.9,70802040502,5,-93.41720625,42.72980213,1.172772572,75353,271.7425,25.02784223,3901.336758,0.25,51.87371561,5.767318528,92.97315214,6.44347719,11.07604527,0,0,0,84.43384552,0.857368542,6.147535819,474.5273603,7.217544444
76714,2011093,0.137,0,0,0,2.57,10.04625,0.318,3.52,4.23,15.7,10400020504,0,-70.26444739,44.41598167,1.410577563,76714,21.58689225,7.766666667,1046.7,0.2199999988,264.8833333,0,0,26.06668553,84.77075986,0.03042900886,6624.277515,0,2.398950577,1.015972402,0.05998349483,914.2331106,7.138691642
76737,2011058,0.135,0,0,7.4,6.27,12.52375,0.495,1.4,6.26,14.7,10700030404,0,-71.87174989,43.32892538,1.389935512,76737,176.4056775,9.116598778,1089.026477,0.2300000042,299.6405295,0.3564154786,0,20.29698678,94.29115128,3.579836167,901,0,0.7346953154,1.64073513,0.04692456991,3642.473268,13.06432465
76789,2010727,0.176,0,0,2,4.88,10.87125,0.279,4.2,3.67,148.3,11000051104,0,-73.14460011,41.6775054,2.311338518,76789,1526.190152,10.11178194,1225.828322,0.2266745376,294.182079,6.096193567,17.04927707,25.19444217,78.26479521,0,0,0,1.973546863,1.583115959,0.1864104719,3764.212816,56.97319385
76858,2010691,0.179,0.04,0.266,1,9.44,43.61,0.919,2,7.71,73,20401030505,0,-75.36266046,41.39467308,1.559561329,76858,648.6270763,15.92136728,1656.344212,0.3357565318,208.6452384,4.566907274,28.30372016,23.02459953,86.607499,0,0,0,0.4892091751,1.325158348,0.1370373403,8518.483485,27.56292477
77852,2011418,0.223,0,0,1,1.14,10.49625,0.228,4.8,3,28.7,20200010507,0,-73.59667353,43.85253906,1.973009173,77852,153.4361942,12.68057211,1071.851013,0.2273637903,258.4666269,0,0,20.04911638,75.96153846,0,0,0,0.02623737976,0.06819046766,0.004580429988,50.65277685,25.21659394
77908,2010917,0.509,0.03,0,1,2.37,9.9175,0.208,3.5,2.34,27.5,20402030102,0,-75.92140294,40.79764408,1.494988852,77908,384.1249097,14.27543366,1355.303797,0.267494148,285.1980778,3.047351149,0.0468823254,28.20019626,65.53154445,260.8717207,41055.18,22,3.904193401,2.534440877,2.247946539,15651.52698,28.91969205
78025,2010794,0.0769,0.06,0,1,14.9,30.5,1.46,2.25,17.5,587,40301040404,4,-88.13915906,44.99812386,1.38047308,78025,1898.465905,14.01646032,1922.056544,0.2099999934,141.4700441,3.922963806,57.24111759,10.45940376,62.8219336,0,0,0,23.49701691,0.5212399691,2.037760393,465.8823423,13.03432249
78634,2010648,0.0921,0,0,0,31.2,42.39875,0.786,1.4,5.14,118.8,71401030205,7,-91.45217317,38.08882573,3.199408531,78634,3784.746,15.92009471,1848.04635,0.394991915,52.6583995,10.17699115,36.64240175,9.722960854,89.84088127,33.59755517,42459.81131,0,9.849675179,2.247898655,0.2776205605,6044.647446,123.6580293
78711,2011427,0.0808,0,0.255,2,12.35,42.81715,0.899,1.1,8.66,287.5,90201030103,8,-95.6307983,47.03642853,1.51315169,78711,341.9489,16.0736755,7881.442329,0.1899341215,109.3440949,3.95256917,0,3.534095582,96.14035088,0,0,0,0.559397459,0.08376170692,0.136845198,45.34168001,47.25829368
79123,2011354,0.0744,0,0,0,15.1,20.1,0.405,1.75,11.5,311,40302020401,4,-88.92521227,45.04568247,1.63042211,79123,117.1977205,7.365797546,1829.010736,0.2176226983,104.2039877,0,0,11.34772429,98.49092367,0,0,0,14.69130421,0.2365821473,0.6575163804,769.7726167,10.60227851
80188,2011015,0.1125,0.03,0.115,0,2.03,9.26875,0.37,5.2,3.11,285.5,40500030602,4,-85.70376342,42.20645589,2.225131486,80188,309.9751812,14.05526161,3841.736332,0.1870116336,189.659612,35.58139535,23.54651163,12.27077651,99.41501104,0,0,0,6.996966839,15.69180498,0.2833416326,26404.28258,59.18482046
80377,2010945,0.0716,0,0.17,0,2.48,11.379,0.428,3.9,0.53,2603.3,51202020601,5,-87.23550265,39.03393074,1.940445276,80377,11.84062023,17.5625,1652.765625,0.4199999869,134.15625,1.5625,0,13.87457784,31.21215866,12.4687173,0,0,23.49689293,0.5904480915,6.084799568,2236.634275,6.965882652
80449,2010656,0.0257,0,0,4.1,14.94,22.2025,0.73,23.7,6.64,193.7,70101060401,8,-95.40407005,47.01298582,1.602094368,80449,112.8748,17.3097561,8399.361789,0.1694820771,110.4162602,0,36.25498008,4.002018604,74.88746419,0,0,0,7.724719524,0.2725180439,1.902040749,364.2211997,21.82805244
81208,2011478,0.122,0,0,1,11.9,21.7,0.447,1.7,10.9,47.6,40400030302,5,-88.28103538,43.36383555,1.094959194,81208,154.1938488,19.34478742,2708.553873,0.3094175918,170.1118229,25.97553873,11.70646476,7.788577141,57.47660597,0,0,0,20.56269646,5.692638726,2.269894281,6988.904351,5.007765953
81650,2010458,0.13,0,0,3,4.3,33.2,0.501,2.5,7.58,23,70500070102,4,-91.55371721,45.67086385,1.215873407,81650,301.6892,10.43686946,2675.195353,0.2700000107,107.8560073,2.417188899,24.0226798,11.58553501,90.09767599,0,0,0,1.394141078,0.5383325496,0.1738428208,955.334534,4.120801303
82180,2010455,0.179,0.03,1.155,3.1,19.04,33.55875,1.119,1.3,18.32,113.1,40102011201,4,-92.70059133,46.67887193,1.164615764,82180,208.9359725,10.94711111,3102.608889,0.2476305577,115.2604444,0,0.1726370306,9.517545949,66.10995129,0,0,0,0.1234908178,0.1167764909,0.03222917674,273.2808567,8.638354485
83703,2010293,0.0375,0.12,0,0,3.76,59.22,1.423,1.7,14.06,1514.5,70200011002,8,-96.63391108,44.87791839,1.586970107,83703,1814.683,26.76669827,6430.578645,0.2753110228,78.19764012,3.258928571,32.40079365,1.388494974,76.07621316,0,0,0,15.77472782,0.2668391803,0.4398944543,105.1700876,428.1926919
83721,2011397,0.0684,0,0.131,0,6.32,25,0.403,23.7,6.25,164,70300050806,5,-92.55132434,45.27237174,1.424706395,83721,249.1692,11.53382084,2801.259232,0.2199999988,104.5488117,5.409304003,7.861521818,6.989093858,97.81075922,0,0,0,16.41037369,0.5129400824,1.015943706,1690.42554,36.4719751
85539,2011390,0.143,0,0,6.1,5.52,7.7675,0.503,23.7,2.08,448,50200060708,0,-79.22993277,39.68634138,1.656113419,85539,335.493473,17.53131692,1108.516328,0.2853640298,280.9558351,20.42291221,15.28372591,26.49192913,94.24099232,73.74401082,63.7,0,2.464574814,0.4266215813,0.2736529521,618.3415744,12.93673881
85825,2011112,0.207,0.12,0,4.1,7.3,28.9,0.398,2,8.35,19.6,70500070102,4,-91.5718187,45.73420682,1.765954829,85825,32.69536,8.815934066,2870.747253,0.2700000107,132.4340659,3.021978022,3.571428571,11.58553501,90.09767599,0,0,0,1.394141078,0.5383325496,0.1738428208,955.334534,7.334640186
86682,2011121,0.0649,3.96,0.179,18.5,49.92,297.13375,2.255,0.25,11.36,247.4,51201020303,5,-85.3703977,40.61069513,1.178643433,86682,10.42355974,28.88135593,2715.966102,0.3700000048,66.61016949,17.79661017,72.88135593,11.71373227,39.02078539,0,0,0,72.24026489,0.3429527986,2.152906324,495.6722638,5.029235749
87117,2010735,0.137,0.03,0,0,1.63,12.09125,0.431,5.9,7.36,283.4,90300060403,4,-93.49605012,47.67272286,1.829515278,87117,115.7123,14.27984496,3407.335659,0.1770465125,125.8736434,3.953488372,0,7.443957743,100,0,0,0,0.144161731,0.2611734265,0.00840062613,82.08735939,31.04771885
88820,2011085,0.0658,0.11,0,9.8,4.23,11.9225,0.428,3.5,4.03,161.8,51402010904,6,-87.11587354,38.2128677,2.259031197,88820,91.63368434,17.45463812,790.1141692,0.3799999952,118.4424057,13.07767945,8.161258604,16.13464649,27.40608229,0,157.026,0,34.17053223,0.4973078718,0.3030174382,598.5544592,12.20313802
90380,2010706,0.141,0,0,0,2.12,7.635,0.2,4.3,3.85,29.8,10200030205,0,-68.06482297,46.03377227,2.053580048,90380,2192.903483,10.11399309,788.0736084,0.2348064804,273.9855947,1.896162528,0.0041042479,25.00796706,93.07568438,0,0,0,0.2855146229,0.08626106827,0.0004398755014,83.66756617,164.6469362
91692,2011002,0.0934,0,0,0,9.65,26.85125,0.749,1.8,8.44,530.1,40900050105,4,-83.53403862,42.60635632,1.367183629,91692,95.74650511,18.40075259,5410.555974,0.1731702788,151.3574788,89.84007526,4.045155221,9.168763205,76.30604689,0.032028,1170.6,0,0.7315149307,11.98418093,0.0001768810288,33509.47721,5.525061753
91907,2010473,0.0694,0,0.678,2,6.1,21.8225,0.92625,1.7,10.74,198.8,70101020407,4,-94.13106145,47.07554797,1.29963625,91907,746.8491,12.11382419,5095.647383,0.1961394649,99.89193589,2.17155266,3.462420075,5.843545437,100,0,0,0,0.4282257557,0.3530452289,0.1189292424,266.360068,109.0585066
92766,2010926,0.0587,6.9,0.105,1,11.47,28.1525,0.773,1.8,6.74,345.3,41000030304,4,-84.61931853,41.59198978,1.576002502,92766,431.8565789,26.42403433,1974.644421,0.3443065723,92.10793991,3.587069864,86.63190824,10.32491141,53.21229495,2.418529276,12032.6554,3,37.47494125,4.539535435,0.4819971939,4908.412895,9.281031142
93777,2010634,0.123,0,0,0,11.17,13.29,0.589,2.2,7,83.1,40601020305,4,-85.30713258,44.35550397,1.277149027,93777,23.85037261,6.298113208,2508.022642,0.150000006,156.7962264,9.056603774,0,13.57137406,86.28677206,0,0,0,5.66518259,1.874602754,0.8190126268,3032.262762,12.29359599
93810,2010980,0.0484,0,0,1,7.02,13.18125,0.655,1.2,4.98,787.5,40900050102,4,-83.50573283,42.61911515,1.658428861,93810,115.0398798,18.37329932,5434.819728,0.1669362414,168.7355442,63.91912908,0,9.683735407,77.80443911,0,0,0,0.7881817818,14.75850525,0.0001774716669,44891.70685,30.55050787
93968,2011327,0.0454,0.13,0,9.7,92.16,22.43625,0.438,1.6,3.52,1185.4,51402040103,5,-88.75661154,37.66378448,3.635981817,93968,141.109,20.23722149,1575.016383,0.400000006,82.58387942,1.904761905,83.49206349,13.80438549,42.14310168,0,972.01,0,23.96069908,1.06590138,0.2312239692,1581.297497,56.90251782
96668,2011232,0.0592,0,0,0,0.79,3.03375,0.221,5.25,3.55,99.3,20700020602,1,-78.65255743,39.70377269,2.568544419,96668,2345.118847,20.09951287,1337.083469,0.3029445724,217.2123637,7.573374257,6.652599271,19.17380805,53.29688003,0,551,0,1.81780231,1.042692115,0.1813853408,1547.089503,80.26115249
97075,2010811,0.0461,0.03,0.424,4.1,165.2,251.775,3.2,0.4,13.55,539.5,70102050701,5,-93.91240289,44.78779214,1.48953797,97075,76.79726,19.86984536,7659.173969,0.2300000042,85.59020619,42.31678487,35.81560284,4.854022546,51.86521068,0,0,0,44.92008591,1.598818529,2.730484907,3753.789512,13.17952804
97823,2011280,0.117,0.18,0,16,10.13,12.25,0.579,2.2,9.65,268.5,40500060207,4,-85.35656737,43.11829791,1.382821439,97823,71.31669221,12.90379747,5353.163291,0.2599999905,165.3265823,3.037974684,58.86075949,11.20503343,78.54023049,0,0,0,24.93383026,1.284981902,1.092118874,3317.160728,6.004639948
98543,2011156,0.191,0,0,1,3.6,11.4925,0.281,3.39,7.34,19.7,10200040308,0,-69.26728961,45.33347041,1.774377103,98543,404.7069832,8.892211405,1064.991071,0.2131554372,255.5482151,0,0,31.69248831,92.8,0,0,0,0,0.1355216445,0,2.000063792,23.07475938
98881,2010986,0.096,0.04,0,14.4,5.09,34.52375,0.716,3.1,7.85,333.7,40601010705,4,-85.96063405,43.63971848,1.372367519,98881,1282.057169,11.46639983,3326.66786,0.25128361,152.9784425,4.662593919,31.12843199,14.06737083,82.13705309,0,0,0,6.194665909,0.4357013469,0.7959772703,1154.647374,6.454496631
100096,2010459,0.0828,0,0,1,2.95,13.71125,0.475,3.5,4.62,263.3,70101020507,4,-94.60216927,47.0737741,1.704723127,100096,334.3847,12.48684963,5870.577473,0.200000003,99.25586049,7.766729374,8.841709218,5.484731004,93.93775372,0,0,0,0.2003822178,0.5234031459,0.05404917586,3372.948388,110.6752579
101268,2010507,0.21,0,0,6.2,4.13,18.2,0.309,2.5,8.78,21.1,70500030108,4,-90.48674201,45.62221381,1.370655124,101268,35.68785,6.583113457,2418.717678,0.2800000012,96.52506596,10.97256858,8.97755611,12.16363321,98.51421189,0,0,0,1.913793921,0.1522495283,0.2326105748,92.47036872,17.01380662
102137,2010655,0.145,0,0,0,4.28,16.798,0.493,2.8,9.81,127.4,70101030102,4,-93.40409547,47.59777654,3.05622861,102137,593.8365,12.70813166,3768.05534,0.1354309952,150.2660536,3.696409635,0,7.874008009,98.63013699,0,0,0,0.0209753532,0.4160776672,0.0008227216547,178.4125068,138.5103693
104100,2010664,0.0567,1.16,1.92,9.4,49.8,71.33875,1.834,0.6,5.18,275,50800020503,5,-84.64626739,39.66174382,1.970740195,104100,937.1174097,20.33074266,2246.521493,0.3626232977,75.36058338,3.742084053,75.08155824,13.34824639,53.9465995,30.86510998,158615.3878,0,47.32932281,1.122665768,1.531201208,2881.258509,6.509524026
104641,2010333,0.0689,0,0,0,2.67,10.94625,0.2,3.3,2.86,36.2,110100070201,7,-90.77768574,37.59094579,1.770520978,104641,601.5656,14.46037905,3645.543799,0.3767183986,74.34174004,0.7163109984,0,12.7555154,100,0,0,0,0.5535228252,0.08741074232,0.03035786978,310.1377334,20.18299006
104835,2010377,0.169,0,0,0,1.52,8.44375,0.84,4.25,1.4,102.1,20401060404,0,-75.61509231,40.85982051,4.780477218,104835,18753.53082,15.47484576,1296.485864,0.2877103879,241.3313202,18.03149682,16.75799656,27.90258589,81.45962286,0,0,0,2.838903427,1.642353392,0.07641351719,6205.710343,422.4172956
105646,2010439,0.0543,1.04,0,6.3,22.24,62.12625,0.881,0.9,6.04,181.4,102801021103,5,-93.57653944,40.08066522,2.200487679,105646,209.303,27.77574171,3942.746073,0.3266954235,38.28054101,22.56255393,63.84814495,7.881774598,34.79286362,80.02863124,28307.05171,0,15.45118713,2.87764587,0.1817800813,3944.521268,28.25274632
107178,2010328,0.035,0,0,2,2.83,4.22125,0.164,4.4,2.02,64.1,50200060103,0,-79.49869414,39.46971757,1.527546128,107178,422.9260384,18.90459442,1123.664322,0.3000000119,357.1888327,28.28261332,4.724409449,30.00796709,80.76763198,8.389760457,2407.754859,0,4.630745888,0.953349983,0.1251720786,2948.593087,59.85533904
