"lagoslakeid","UID","mercury","atrazine","microcystin","ecoli","chla","tp","tn","secchi","DOC","conductivity","lake_huc12","neon_zoneid","lake_lon_decdeg","lake_lat_decdeg","lake_shorelinedevfactor","ws_zoneid","ws_area_ha","value.soil_clay_pct","value.soil_depthtobedrock_cm","value.soil_kffact","value.soil_orgcarbon_gperkg","nlcd_devsum_pct","ag_total","value.runoff_inperyr","P_Ag_Buffered","DMR_Metals_TWPE_lb_eq_yr","DMR_Organic_Enrichment_Disch","Number_of_CSOs","SNFA_MEAN","PIMPV","Manure_P_kg_ha","HUC12_Pop","lake_waterarea_ha"
269036,2010994,0.0815,0,0,1413.6,28.57,140.4875,1.673,0.7,2.25,253.2,51301080705,6,-85.58569748,36.04440532,3.302563979,269036,15879.9251,18.49205944,1197.724098,0.3505229032,77.43217371,27.78911333,37.67031672,26.08791924,80.16642012,0,0,0,21.31752205,2.596062136,0.5522962287,3219.338146,24.60287918
270030,2010187,0.0623,0,3.555,13.5,2.2,5.91625,0.121,2.5,1.98,33.6,51301010202,6,-83.70630369,36.68223597,3.609564538,270030,1098.776899,18.98272247,694.9456513,0.3000000119,145.5889457,1.752518221,0.016378675,25.42964278,97.76119403,15.37294347,1043.5508,0,0.01899501495,1.042962594,0.0004608259703,2211.603261,88.52411172
270063,2010825,0.105,0,0,2,13.78,39.8275,0.609,1.3,5.11,88.4,51302060403,6,-87.6569095,36.57870689,1.886400067,270063,513.7485183,16.70415862,1849.911914,0.4199999869,86.53395333,13.90786477,1.891749869,18.10661126,81.90564867,0,0,0,6.060848236,0.5390382803,0.09792410754,278.2879879,30.45003488
270107,2010195,0.0705,0,1.108,19.9,64,48.5825,1.138,0.8,3.89,173.2,51302020307,6,-86.91343259,36.30419416,3.683770336,270107,1431.127324,16.90604955,1174.383914,0.3799660372,77.00754622,5.986668344,24.20450258,19.25775898,92.62785637,9.19065663,12105,0,2.413690329,0.8978692906,0.03875098875,7142.09769,23.6474659
272597,2011011,0.1503,0,0,1,4.99,11.705,0.243,2.35,2.48,13.4,60101010202,6,-81.80409941,36.96197684,2.108664477,272597,941.5996,17.85217476,1690.206917,0.266084923,239.9333527,0.5259634694,0.1338816104,18.54615402,78.22222222,0,0,0,0.5821930766,0.07863033482,0.06834849009,432.7905807,145.4540655
272864,2010353,0.155,0,0,5.2,10.18,15.255,0.515,1.5,2.4,50.8,60101030201,6,-81.88263792,36.14783484,1.255397544,272864,129.689,16.47361111,1748.6875,0.25,215.51875,11.52777778,1.458333333,26.87944108,60.18893387,0,11437.31975,0,7.520610332,1.518089965,0.001874353723,4572.718204,4.172020295
272935,2010396,0.0565,0,0,1,3.8,9.63625,0.25,2.8,1.77,20.3,60101050201,6,-82.71685241,35.14831556,3.110635812,272935,255.2124,20.25969406,3572.134827,0.2399999946,187.8993241,46.28450106,0.7077140835,44.47062612,24.96551724,0,2592.40922,0,3.84818697,0.9599298145,0.01627334447,3527.918596,33.65479827
273196,2010716,0.0431,0,0,0,2.01,6.62375,0.084,5.6,1.01,16.8,60102020303,6,-83.66921229,35.17993319,3.981332797,273196,23013.44,16.35317465,2078.641103,0.2532732806,227.7825621,3.675639747,0.0355795359,40.01664879,89.47368421,0,0,0,0.1005419791,0.10711231,0.0007925455838,187.9276001,558.7075928
273907,2010721,0.183,0,0,4.1,2.98,41.27,0.476,2.1,1.87,190.9,60200011204,6,-85.57027762,35.01924747,5.475974413,273907,151232.7,20.05333587,1458.676834,0.3032957225,94.59396964,17.11067232,8.786622582,27.25637968,83.85927827,0.3102383429,0,0,2.195663929,0.84334687,1.147641771,4486.607153,2803.97134
275326,2010207,0.0604,0,0.118,172.5,114.05,409.8625,1.445,0.7,2.97,208.9,60400020302,6,-86.38167781,35.37130119,1.769511293,275326,229.8769,18.52014079,1248.634337,0.3100000024,56.81071568,5.514274541,43.01916308,25.38442323,34.42684203,0,0,0,9.411538124,0.7420828004,4.216699867,3285.47537,12.38020652
275510,2010244,0.0809,0.88,0,0,53.92,196.64375,1.795,0.4,5.19,101.5,60400060303,7,-88.48988242,36.87537763,1.28599171,275510,974.5341,16.07636196,3744.143121,0.4203102507,73.90092336,6.731301939,36.52816251,18.87507312,60.82276881,0,338.667,0,25.66770744,0.2525804378,3.100096989,1735.84449,14.74930413
275568,2010182,0.0656,0,5.12,4.1,52.16,463.12625,1.278,0.5,3.9,128.7,60400030203,7,-87.03230903,35.67424503,1.499747511,275568,91.33575,19.125,830.563,0.3348371271,71.421,1.184600197,70.87857848,22.72366382,51.82677568,0,0,0,10.1391468,2.261024133,0.4783915563,6570.810446,41.01085007
275571,2010818,0.0588,0,0,1,60.32,107.77875,1.465,0.7,5.6,142.2,60400020502,7,-86.83963526,35.40256698,2.307443281,275571,310.2026,18.47550015,1120.290229,0.3100000024,67.75616121,6.494636126,31.28443027,25.00179613,47.49563016,0,15792.5,0,8.555245399,3.741250253,0.4707932777,14335.31926,11.37779965
278354,2010611,0.0841,0,0,1,8.61,15.09125,0.396,1.71,3.64,60.2,80102070202,7,-88.72390976,34.6532565,2.696334059,278354,369.0025,16.79227663,1588.324836,0.2820647697,100.8142352,11.541271,1.241782323,22.97141515,28.53382359,0,608.0006363,0,8.754482269,0.5521225569,0.1489718528,1077.773428,60.72437843
280120,2011028,0.0788,1.63,0,307.6,61.12,694.425,1.378,0.7,10.82,362.8,80102020404,7,-89.33764367,36.50151923,2.513895266,280120,6.885567,25.86842105,5320.486842,0.3300000131,92.17105263,0,2.631578947,19.73763224,31.74557105,0,0,0,32.57786179,0.5578347399,0.1783814662,2218.427188,4.094436355
284216,2010713,0.0493,0.07,0.63,63.1,60.5,151.1075,1.596,0.58,8.86,100.7,80302060407,7,-90.36016346,33.14128654,1.989093293,284216,362.8051,29.941145,6947.894329,0.357383321,108.5489567,3.326713009,66.68321748,18.67009452,36.73147662,0,0,0,32.93442154,0.1887260645,0.05554546884,129.5073669,77.33491394
284642,2010476,0.0914,0.54,0,0,10.69,29.41625,0.504,1.4,3.46,82.4,80302010904,7,-89.64470651,34.4796241,9.818230004,284642,335832.1,16.17506796,2391.581859,0.3597839998,78.17247646,5.599378046,26.15538978,22.29150236,75.02930832,0,0,0,2.264348507,0.401697833,0.02705838111,951.9257597,16224.97985
287042,2011209,0.0832,0.72,0,0,16.32,54.89375,0.505,0.9,4.69,82.2,80302040506,7,-90.06401778,34.71835563,5.583306586,287042,250449.8,15.28325536,4360.568111,0.4507130631,73.13639659,8.651300281,44.05343713,19.5826234,58.52791093,0,0,0,4.350568295,2.09511337,0.1089140667,4940.672715,4609.147066
288071,2011349,0.0831,0.03,0,0,4.88,14.24375,0.401,2.88,3.78,28.3,80302050308,7,-89.7637801,34.0050892,2.042878542,288071,93.89885,15.18066406,1489.524414,0.3700000048,94.38378906,4.995196926,14.69740634,20.75687669,31.69498817,0,2190,0,8.719470978,0.6870000177,0.1646807,1040.62916,22.505271
289009,2010674,0.177,0,0,1,9.9,31.11,0.464,1.5,7.04,45.1,80402060303,7,-92.66052192,33.07575093,1.801047986,289009,104.4459,13.1641791,1489.556903,0.2521551663,88.28171642,7.672413793,0,13.54480184,100,0,111.01,0,0.726813674,0.9052219126,1.050318454,502.5787683,6.900243854
289171,2010669,0.0812,0.13,0,3.1,36.24,66.84,0.904,0.55,6.07,37,80403040704,7,-92.23538615,31.44053017,3.084170406,289171,109.1078,17.0704918,1350.338525,0.4900000095,91.95245902,28.93442623,16.31147541,18.06360701,95.16757599,0,0,0,3.117834568,0.5486216039,0.001917207904,811.3231894,5.508163439
289504,2010750,0.0893,0.09,0,2,51.2,66.3125,0.689,1.2,7.51,43.4,80402070201,7,-92.04722369,32.59037226,2.652245858,289504,1904.618,20.73256979,1941.848151,0.3865899192,75.43412073,5.257186082,16.89674735,15.49508559,58.67348103,7.032973457,9340.463213,0,17.13334084,2.335208717,0.5191172464,6946.461323,323.828762
292020,2010505,0.0664,0.63,0.129,2,68,119.11375,1.293,0.5,5.55,209.1,80403060104,7,-91.50870752,31.66671152,4.060514715,292020,1868.948,29.98605172,4598.099207,0.4054374794,88.32284667,5.42400616,77.31735489,18.31645201,37.46493689,0,4730.86,0,18.96576118,1.426881873,0.0002225926813,5170.70865,415.1507997
292221,2010808,0.129,0,0,0,54.93,118.70125,0.798,0.65,7.1,55.1,80402010803,7,-92.52255553,33.34502126,2.946701269,292221,3580.939,18.07448733,1585.960495,0.3899999857,66.85110072,3.156413349,0.0854443104,13.82029089,54.31034483,742.0292891,34119.418,0,0.3302074373,0.6705507695,0.5007657949,96.17504191,12.59760039
292666,2010231,0.0785,0,0.114,0,6.67,13.915,0.303,1.85,2.97,49.6,80401010802,7,-93.12637784,34.43420297,15.05573671,292666,88299.33,14.8414897,1467.986719,0.3571205097,73.84914377,11.71895784,13.18775183,19.45015655,99.41690962,0,4327.775,0,2.723767996,1.672189255,1.499490065,6573.354588,2700.491143
293899,2010762,0.0404,0.3,0.111,0,25.6,46.7775,0.705,1.5,4.74,50.8,80500011404,7,-92.0015005,32.03988332,3.205816799,293899,140.0654,21.06004448,2239.877687,0.4126070159,94.93550778,22.36421725,48.43450479,15.88580078,59.84516784,0,0,0,12.02102089,0.2924870328,0.007779552556,630.9782155,87.85546441
294762,2010928,0.158,0.19,0.523,3,41.6,99.93,0.969,0.75,6.23,47.1,80500010602,7,-91.70173186,32.71191086,2.620272269,294762,38912.44,30.31181889,6397.156528,0.3878790222,83.25434554,3.355675206,83.80584312,15.97262851,37.10995121,0,0,0,39.05802917,0.3360922876,0.02085385794,461.9488099,58.70929841
297391,2010854,0.0699,0.16,0,0,16.2,68.0025,0.605,0.85,4.17,301.9,80601000302,7,-91.37470116,31.70524548,3.29758233,297391,1061.92,28.9488524,2492.948165,0.4013067474,96.38433766,1.467967756,27.67076793,18.04500854,67.45021221,0,0,0,3.412280321,0.4406444699,0.02929022668,1246.445471,67.2127282
298913,2011001,0.2102,0.43,0,56.3,79.6,236.06125,1.456,0.4,4.48,118.3,80702020803,2,-91.16741106,30.42542342,1.755375683,298913,190.9793,22.06439212,1997.739548,0.4339773823,114.2652571,98.96324222,0.3770028275,21.10247664,61.58245949,859.3619403,3455929.628,0,0.4455951452,36.2741412,0.003824259068,112540.8663,21.17068263
300527,2011081,0.0077,0,0.176,1,15.31,41.8425,0.715,2.1,4.59,37.2,80702030304,2,-90.50068345,30.54651991,1.221842238,300527,23.42618,14.27862595,1054.603053,0.3400000036,117.4961832,37.78625954,5.72519084,22.15338226,63.07692308,0,14446.47172,0,9.984909058,10.03534251,0.5432401688,12351.53867,5.993821135
303903,2010451,0.0782,0.03,0,5.1,15.88,79.6075,0.674,0.25,5.33,20,80802010101,2,-92.47061415,30.8404648,3.590812393,303903,1780.834,15.03643515,1102.774661,0.4781591449,73.3311769,1.499545592,0.3887710795,19.51676096,96.97211155,0,4735.97001,0,2.307389736,0.5197171554,0.0008073559066,266.1838817,160.4585465
310966,2010324,0.0238,0.27,2.755,0,1.78,51.51375,3.18,23.7,33.5,6949.2,90100030202,8,-100.2787943,47.84876888,1.60652403,310966,210.6053,24.96386073,4887.381666,0.2199999988,71.34156016,5.37084399,80.13640239,0.2070362159,96.4427479,0,0,0,25.87685013,0.3986150605,0.06075948434,293.0225233,22.5667042
312250,2010553,0.0312,0.04,0.151,5.2,10.56,63.0075,2.316,1.1,25.02,1809.2,90100040102,8,-99.98052463,48.87749248,1.265928576,312250,32.89835,25.57063712,7453.65928,0.2599999905,169.2631579,6.648199446,0,0.5076626822,86.57357885,0,0,0,13.22042656,0.3397812692,0.01515767193,1206.211373,4.771651777
312929,2010650,0.0434,0,0.16,15.6,79.71,263.7525,2.731,1,17.3,366,90100040501,8,-100.3713728,48.97319809,1.605210785,312929,11.56278,28.28682171,7487.286822,0.2599999905,139.8527132,0,49.6124031,0.5013079281,76.20085071,0,0,0,11.00065517,0.439765247,0.001611755299,402.8450533,6.037221055
313804,2010509,0.0392,0.03,0,2,27.54,4143.575,5.85,0.8,43.74,5501.3,90100040306,8,-99.97729494,48.67470439,1.06293421,313804,188.3762,23.57942919,2292.15455,0.2799618878,85.18362951,4.81181515,81.56264888,0.5129615797,88.8195503,0,0,0,23.59433556,0.3122625571,0.02711797341,156.5542528,23.95373792
313853,2011499,0.0883,0,0,2,5.46,29.3825,1.36,2.2,14.61,456.9,90100040302,8,-99.79225517,48.91852866,1.67905389,313853,36.28062,23.87988827,7674.678771,0.2599999905,185.1648045,2.195121951,0.243902439,0.4962053244,86.11787535,0,0,0,12.32970619,0.9458413013,0.01373975544,4096.961817,23.93937925
313928,2010508,0.0677,0,0,0,5.68,42.78875,1.35,2.5,11.77,567,90203150301,8,-99.83556868,48.95598829,1.706424728,313928,59.85603,24.30313015,9647.672158,0.2599999905,185.1350906,2.861445783,0,0.4997973705,99.48051948,0,0,0,5.746796131,0.04411095953,0.006158506793,4.576117911,38.84396134
314262,2010314,0.0285,0.21,0,0,9.76,508.1025,1.69,1,16.76,1241.8,90201050505,8,-97.23863417,46.09900923,1.260237938,314262,5398.85,24.87244701,6350.120997,0.2588302953,67.35757871,3.782891996,82.67702101,0.9204318465,89.39042379,0,0,0,69.63148499,0.5853004292,0.8470161101,653.5773782,270.3597821
315059,2011494,0.0916,0,1.077,28.1,8.69,105.00625,1.803,0.05,14.81,343.3,90203150301,8,-99.88079606,48.9429588,2.442938666,315059,123.999,26.47955092,8066.655172,0.2599999905,169.2068966,4.212055193,0.4357298475,0.4997973705,99.48051948,0,0,0,5.746796131,0.04411095953,0.006158506793,4.576117911,43.76105726
315131,2010492,0.0504,0.05,0.786,1,120,197.45,3.15,0.45,18.48,1688.6,90202011102,8,-98.89013953,48.25718332,1.396288143,315131,241.521,27.85008375,3066.613903,0.3022255401,96.48241206,3.833271306,83.02940082,0.3398736535,88.97426912,0,0,0,37.39939117,0.3373424778,0.01840651763,105.5606775,100.5989966
316224,2010603,0.0406,0.03,1.051,0,15.2,104.3175,2.226,0.7,19.79,395,90202020904,8,-98.97183657,47.90432629,1.068026243,316224,38.28473,25.39650873,3003.900249,0.3000000119,83.49625935,0.7109004739,78.67298578,0.2781993333,84.60975052,0,0,0,33.87739182,0.1936994944,0.02497119702,170.8647657,4.085274498
316427,2010430,0.024,0.28,3.59,0,371.2,703.263,10.925,0.15,27.89,3918.4,90201050601,8,-97.45275808,46.25251212,1.153736186,316427,44.72942,26.41190476,5566.257143,0.2599999905,74.57142857,34.34343434,43.43434343,0.7078222569,76.56665603,0,0,0,52.98703384,1.026353755,0.2874309187,642.6946004,9.840584678
316605,2010493,0.0426,0,0.163,2,73,347.93625,3.275,0.25,24.24,2426.3,90202010103,8,-99.18487376,48.54740128,1.070251664,316605,296.9916,24.5726601,4536.620998,0.2712374818,82.19334975,3.488019412,29.36002426,0.4031973282,54.60008057,0,0,0,30.04235268,0.4290106226,0.04130143686,179.7478181,16.64842091
317229,2010840,0.225,0,0,0,6.46,15.4375,0.211,3.4,3.12,16.6,100200040602,11,-113.550227,45.86782381,1.420380215,317229,150.0199,9.798088411,1036.848268,0.1654420559,207.4545998,0,0,11.51636252,0,0,0,0,0.272739321,0.01127563964,0.002355233007,4.300746558,7.630814141
318031,2010849,0.0264,0,0,0,1.35,15.66965,1.111,23.7,14.8,804.5,100302020104,11,-113.1089263,48.62092995,1.051492268,318031,132.3573,24.60368349,3198.901091,0.3700000048,86.07639836,0,0,5.069718757,87.81878372,0,0,0,1.616734743,0.1342131115,0.01975693627,652.533467,19.8026643
318415,2011186,0.0415,0.03,0,13.2,0.73,9.9925,0.141,4.4,1.95,341.9,100302050401,8,-112.3066617,47.88000507,1.716504286,318415,38139.57,16.43777366,1591.85695,0.2940152568,146.9957914,0,0.4672467133,6.871957451,70.84577114,0,153502.88,0,2.164337873,0.2664108731,0.03333359207,725.6889765,169.9723573
319208,2011174,0.0331,0,0,0,0.99,12.3175,0.254,6.1,2.61,436.8,100301040304,11,-112.4486602,47.55762802,1.947247909,319208,18147.25,19.84162626,2085.571387,0.3501823813,83.83854125,0,1.741463802,5.90305815,87.79069767,0,0,0,0.2898347974,0.1145206284,0.001465493054,10.92986809,535.53456
319257,2010828,0.0281,0.06,0,0,3.87,16.90625,0.908,23.7,13.16,609.6,100302010204,8,-112.8559381,48.32613831,2.446462111,319257,717.2869,23.34086629,2627.243315,0.355943517,76.9388575,2.146892655,0,14.98039611,82.02247191,0,0,0,0,0.08630590365,0,52.65445877,19.42704248
322453,2011199,0.0274,0,1.188,1,46.98,2169.975,3.125,1,24.53,1584.2,100500020104,8,-112.1681068,48.89393742,1.24665687,322453,179.596,26.40611588,3446.773605,0.3700000048,58.42703863,0,80.29160382,1.986947356,19.3949709,0,0,0,10.76898193,0.08795791285,0.1283979723,23.45971084,23.91399883
322539,2010424,0.0332,0,0,4.1,94.47,266.48125,2.425,0.3,13.42,3428.6,100500140106,8,-108.3836972,48.08450055,1.341299795,322539,2044.22,27.23975013,3222.001848,0.3613338028,34.89776526,0,0,0.4686764191,56.97988824,0,0,0,2.135817051,0.2263840647,0.02799108282,20.49102254,15.07964503
322841,2010474,0.034,0,1.083,1,10.24,978.675,2.406,23.7,23.03,618.4,100500041801,8,-108.0096663,48.83438702,1.678675728,322841,4099.274,27.64064322,4387.398755,0.3741232847,42.15662465,0.5378586639,30.6557485,0.29014916,57.73296532,0,0,0,2.19572711,0.08885339999,0.02928597903,49.1314775,77.95554566
323197,2011047,0.0499,0,0.132,1,2.18,19.82625,0.534,2.5,5.61,801.9,100500140702,8,-107.5496301,48.49464508,3.605791198,323197,6368.223,29.31677845,4952.657883,0.3752952359,36.40202937,0.7563227165,1.905650508,0.3904976814,53.83225806,0,0,0,0.6366090775,0.3602674647,0.008339259311,30.69383569,1664.27228
323991,2010322,0.0091,0,0,1,12.76,108.71,2.239,0.6,22.29,2691,100600061306,8,-104.4054904,48.46357286,2.921632612,323991,285624,25.96294155,3471.899295,0.3755897014,47.46586958,1.846486384,50.18811286,0.4688485879,71.95009301,0,14.7,0,9.414566994,0.2772998944,0.01703278472,316.1500713,3649.199193
323994,2011041,0.0388,0,0,0,7.35,25.20875,0.561,2.2,6.35,3083.1,100600010102,8,-106.441843,48.0550076,1.384610106,323994,170.4037,35.71839392,4370.880087,0.3214846163,37.2799783,3.658536585,71.04984093,0.5002158169,24.96281354,0,0,0,7.54034996,0.7216636786,0.01131218405,335.1886898,23.61631579
325238,2011149,0.0198,0,0,0,4.35,59.3125,0.719,2,8.7,625.9,100700030102,11,-110.6917826,46.03858464,2.157087805,325238,8316.259,22.9321168,1651.343128,0.3471064332,69.04456999,1.116738086,4.49833355,4.828408211,47.17254712,0,0,0,3.363874674,0.1341149363,0.07985806357,14.85694176,86.74805183
325987,2010724,0.0231,0,0,2,2.07,15.88,0.193,2.5,1.97,439.8,100700060501,11,-109.2585782,44.7860321,1.515428504,325987,188.1509,23.62572534,2112.987427,0.3000000119,26.45551257,0,0,10.64291595,93.92971246,0,0,0,1.102220774,0.1028796405,0.002058827092,8.571462556,18.12910787
326226,2010776,0.0506,0,0,0,27.68,126.85,0.885,3,6.72,470.4,100800140104,14,-109.1107747,44.28241661,1.26617449,326226,1179.3,18.55627059,1479.011568,0.2952149369,113.0685666,0,0,6.304391528,63.78794357,0,0,0,12.85982895,0.2542822773,0.02514502715,299.0419529,12.52599478
326892,2010779,0.0109,0,0,214.2,10.76,792.568,2.006,0.2,10.16,479.6,100800040204,8,-107.7369711,42.91732667,2.193765435,326892,3507.006,19.6806315,4063.330715,0.3191754525,9.38010525,0,0,0,0,0,0,0,0,0.02976632473,0,0,6.041189862
328641,2010670,0.0574,0,0,1,1.71,18.03625,0.319,2.2,5.07,213.4,100902050103,8,-106.7586303,44.18402186,1.369703238,328641,12072.17,14.58883536,975.2254403,0.206691786,154.4539455,1.040035786,0,5.219298894,59.80473047,0,0,0,1.809454203,0.2157625514,0.069175806,29.04456925,14.79181876
331220,2010510,0.0416,0,1.01,1,38.9,62.92875,4.206,0.45,38.37,2081.7,101101011101,8,-103.0631502,48.66521029,1.410400671,331220,663.6,27.04496403,4750.330382,0.3000000119,59.60431655,4.024935628,61.32267245,0.4759246629,99.87088569,0,0,0,17.13217926,0.4120492423,0.0178551974,51.26761732,13.59998359
331466,2010248,0.0469,0,0.637,5.2,13.93,562.808,3.493,2.3,29.84,2289.1,101101012201,8,-101.8955531,48.35195117,2.07164204,331466,107.0228,30.03037975,5596.297046,0.3000000119,82.66751055,5.82278481,76.87763713,0.4883085992,91.46525877,0,0,0,25.94074821,0.5901555935,0.02324163125,54.5149304,9.779276697
331891,2010535,0.0409,0,14.91,0,50.4,1071.431,4.238,0.45,32.03,1842.6,101101011601,8,-102.2659312,48.47292516,1.453699639,331891,259.0074,26.51543531,4042.53035,0.3000000119,77.51439473,3.329864724,33.29864724,0.5020803782,99.99651033,0,0,0,7.645115852,0.3002380311,0.001806988297,45.78385422,6.012642415
332034,2010317,0.0499,0.05,0,0,3.43,268.28125,5.138,0.5,34.55,7232.2,101101013100,8,-101.5129026,47.8644581,1.991501881,332034,1277.326,25.91411043,4325.136967,0.2896263364,59.68469111,4.011562324,61.85138184,0.3911824956,99.38238658,0,0,0,20.2604084,0.2227165807,0.03510729912,224.0075487,50.86374926
333514,2010318,0.0173,0,0.338,1,14.64,90.04625,2.904,1.7,30.75,2145.6,101101011604,8,-102.1525386,48.38936372,1.228245625,333514,96.48472,26.62430427,4479.872913,0.3000000119,75.13914657,0,19.10946197,0.4994902528,98.3121025,0,0,0,8.56933403,0.3327973184,0.00169217847,102.8135556,4.885285895
334169,2010267,0.053,0,0.157,3,17.12,30.2375,1.268,1.8,13.07,1197.1,101101013100,8,-101.534399,48.00832954,1.898943903,334169,2958.895,27.45371055,4180.160719,0.2575001601,70.65227441,2.560983028,33.71555447,0.3911824956,99.38238658,0,0,0,20.2604084,0.2227165807,0.03510729912,224.0075487,73.86020643
336329,2011009,0.037,0.05,0,0,178.56,339.24125,4.306,0.4,20.01,5459.2,101201130202,8,-103.0031875,44.87115649,1.701718473,336329,76.50878,37.48364486,2945.461449,0.3045327124,17.98831776,0,0,0.8965621698,92.80397022,0,0,0,0.05786700919,0.1122013415,0.001826881351,0.650933943,4.001299494
336458,2010760,0.0446,0.45,0.498,2,4.44,509.00375,2.528,23.7,27.32,4159,101201120604,8,-101.7612052,44.39667769,2.657496816,336458,661.7705,37.65028509,5424.715721,0.3700000048,31.47461309,0.434428455,49.86424111,0.4908607873,76.15956482,0,0,0,8.743672371,0.04692516177,0.363986692,15.72109412,7.771796241
337055,2011328,0.0906,0.04,0,0,17.04,26.03,0.546,2.2,6.95,328.7,101201090602,8,-103.5168495,43.76829689,2.310617182,337055,19866.24,16.44608541,4281.022196,0.29444724,117.2929616,3.567982387,0.1889091741,1.383980979,30.72916667,0,7482.586441,0,3.259071589,0.5546383869,0.4968799313,935.4066464,50.72890513
337616,2010965,0.0879,0.06,0,0,3.11,286.4425,2.159,23.7,24.19,1298.9,101303030907,8,-101.4047143,45.58013121,2.229037306,337616,198.2883,22.16726944,2366.688065,0.3000000119,26.90687161,4.023508137,18.8517179,0.6200214339,57.67223382,0,0,0,4.321585178,0.09496340153,0.08636298997,16.67716316,4.925809735
338163,2011029,0.0321,2.54,0,0,28.2,184.745,4.463,0.35,38.09,9604.2,101301051703,8,-99.74589053,44.88024434,1.411077239,338163,10755.86,26.53065539,5433.41366,0.3083178155,44.21334535,2.454044195,45.34585038,0.2213500917,73.51173419,0,0,0,19.38854027,0.1952104305,0.2587286539,23.94459611,414.2395039
338889,2010198,0.0428,0,0.761,22.1,66.8,266.94625,5.156,0.4,27.05,3400,101301040103,8,-99.48553955,46.35912795,1.287690406,338889,152.1019,26.10702341,4295.038796,0.2840023718,82.65685619,2.302243211,4.722550177,0.5093572727,94.83875188,0,0,0,10.70457554,0.1619436533,0.07706937184,30.70957385,32.7280828
339756,2010394,0.0344,0.05,0.267,1,27.2,125.16625,4.838,0.4,32.89,2423.7,101301030306,8,-99.63197456,47.07470465,1.91719076,339756,409.3377,24.50133254,6859.454842,0.2246315739,73.34823808,3.552631579,14.86842105,0.2050290269,99.90523822,0,0,0,13.17117786,0.1987255037,0.04684595289,38.53424181,137.708496
339915,2010199,0.0461,0,1.1,8.4,87.2,523.64125,5.294,0.25,25.2,1903.8,101301040103,8,-99.52003501,46.36835453,2.315460686,339915,2038.057,26.2655413,3816.774882,0.2906894662,74.86189512,2.402720728,17.97182103,0.5093572727,94.83875188,0,0,0,10.70457554,0.1619436533,0.07706937184,30.70957385,103.6826178
340659,2011253,0.0381,0.05,0,2,16.29,71.45,1.359,0.6,9.91,3907.7,101301060310,8,-99.64135696,45.77189527,2.347512991,340659,775.5547,23.45150931,4859.64894,0.2977968734,54.87206166,15.48461985,17.06326175,0.3489872333,98.79663057,0,0,0,5.449992657,0.8269597661,0.6961723363,944.6286088,76.25831755
340691,2010268,0.0526,0.03,2.023,13.2,60.89,120.26125,2.395,0.5,13.64,765.3,101301030304,8,-99.47838402,47.03402989,1.444023237,340691,203.8989,25.60875912,7235.19854,0.2399999946,82.95425791,3.480176212,22.95154185,0.2432569263,99.93719645,0,0,0,7.477440357,0.09188100403,0.02636717979,30.63849038,14.55109365
340765,2011216,0.0298,0,0.185,12.1,6.51,40.354,2.185,1.4,23.18,5467.2,101301060308,8,-99.2828949,45.81103793,1.781469026,340765,1137.481,24.77877861,4559.197752,0.2928973705,58.59119081,1.731772893,51.27312984,0.3402089571,99.83855117,0,0,0,6.005406857,0.3000058028,0.7748665496,53.01167073,47.99940017
340820,2010188,0.0295,0,0.283,0,26.4,207.63875,3.174,0.8,27.45,2311.8,101301010602,8,-100.3904476,47.27224395,1.537855432,340820,1128.004,28.45226364,5493.579994,0.2989746533,83.30222181,2.352096954,43.25466433,0.1880248589,93.77657518,0,0,0,7.61280489,0.1197093469,0.01595781028,26.69955513,195.4659977
341254,2010569,0.0346,0.03,0,1,128.59,444.01125,4.7,0.3,26.9,4056.4,101303031305,8,-101.087875,45.78251304,2.675217422,341254,981.0799,21.04940438,3101.103334,0.2795795763,35.10518053,0,0,0.6177532493,70.63781775,0,0,0,4.532547951,0.1044517941,0.08954885944,192.4648014,13.99010375
341511,2010224,0.0481,0.03,0.116,4.1,40.57,105.3675,2.658,0.45,18.85,1137.7,101301030301,8,-99.80800381,47.26847528,2.134135823,341511,181.0524,30.06762749,5535.267184,0.2608192621,70.39467849,5.114200596,45.13406157,0.1895101709,95.32769856,0,0,0,6.637576103,0.1416437147,0.02262898671,35.42507829,32.63914302
341525,2010185,0.0301,0.03,0.61,4.1,9.34,49.725,1.866,1,17.13,666.3,101301030307,8,-99.73048599,47.0802497,1.121761923,341525,55.02823,22.8699187,6012.884553,0.2399999946,64.42439024,2.926829268,29.43089431,0.1981349843,98.62991976,0,0,0,12.93284512,0.1689906563,0.04700417781,24.25291893,7.40175805
341692,2010406,0.0615,0,0.111,1,13.44,52.41,1.21,2,11.53,2221.7,101302020610,8,-101.8534098,46.61004602,5.260695696,341692,338136.5,25.95720492,1936.552448,0.2996611183,43.99754736,4.065517798,50.26139939,0.9964349374,70.73964364,0,0,0,8.45702076,0.1887858725,0.08053609176,17.5042156,1349.507094
341705,2010491,0.0416,0.07,0,8.6,20.64,221.83875,2.6,2.1,27.33,3364.6,101301030403,8,-99.40852167,46.84752831,1.797734605,341705,641.9066,28.26082381,6093.556675,0.2796015144,76.73045701,1.753893644,27.05205556,0.3417424539,94.81024976,0,0,0,9.626384735,0.328789715,0.03599123915,48.54211464,177.9433959
